央视频道,#genre#
探索亞洲频道,p5p://fccs.123178.top:9906/60433ee00002fb7906a0692e6558cb55.ts
探索科學,p5p://fccs.123178.top:9906/6043456f00065dec06ba08a499663c96
探索科學,p5p://fccs.123178.top:9906/6043456f00065dec06ba08a499663c96
探索動力 DMAX,p5p://fccs.123178.top:9906/6043467c000301e806be22909a147731
探索動力 DMAX,p5p://fccs.123178.top:9906/6043467c000301e806be22909a147731
國家野生,p5p://fccs.123178.top:9906/604401050005fe790996ca7b4ed24991.ts
國家野生,p5p://fccs.123178.top:9906/604401050005fe790996ca7b4ed24991.ts
國家野生,p5p://fccs.123178.top:9906/604401050005fe790996ca7b4ed24991.ts
HBO,http://107.167.5.66:80/mylive/102/2065/index.m3u8
HBO,http://198.16.106.62:8278/streams/d/sundance_twn/playlist.m3u8
HBO,http://125.227.210.37:16027/VideoInput/play.ts
CNN International,http://93.190.139.35:8278/streams/d/cnn_antik/playlist.m3u8
BBC 1,http://93.190.139.35:8278/streams/d/bbc1_antik/playlist.m3u8
BBC 2,http://93.190.139.35:8278/streams/d/bbc2_antik/playlist.m3u8
大陆频道,#genre#
CCTV1綜合,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV2財經,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV3綜藝,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV4中文國際,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV5體育,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5+體育賽事,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV6電影,http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV7國防軍事,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV8電視劇,http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV9紀錄,http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV10科教,http://39.135.138.58:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV11戲曲,http://39.135.138.58:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12社會與法,http://39.135.138.60:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV13新聞,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV14少兒,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV15音樂,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV17農業農村,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV-3蓝光1,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-3/1.m3u8
CCTV-3蓝光2,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV-5+蓝光3,http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8
CCTV-6蓝光1,http://223.110.243.139/PLTV/3/224/3221225548/index.m3u8
CCTV-6蓝光2,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8
CCTV-8蓝光1,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8
纯享4K,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
爱上4K,http://39.134.24.220/PLTV/88888888/224/3221226005/index.m3u8
CCTV2 HD,http://117.169.120.160:8080/live/cctv-2/1.m3u8
CCTV-4高清@1,http://117.169.120.140:8080/live/cctv-4/.m3u8
CCTV-11高清,http://117.169.120.140:8080/live/cctv-11/.m3u8
CCTV-13高清@1,http://117.169.120.140:8080/live/cctv-13/.m3u8
CCTV-15高清,http://117.169.120.140:8080/live/cctv-15/.m3u8
开州综合,http://kaixianlive.cbg.cn:10345/1.m3u8
今日俄罗斯,http://rt-news.secure.footprint.net:80/1103_2500Kb.m3u8
欢笑剧场4K1,http://223.110.243.212/PLTV/3/224/3221227715/index.m3u8
欢笑剧场4K2,http://39.134.39.38/PLTV/88888888/224/3221226203/index.m3u8
冬奥纪实,http://117.169.120.160:8080/live/HD-8000k-1080P-beijingjishi/1.m3u8
天津卫视蓝光1,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
东方卫视蓝光1,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
浙江卫视蓝光2,http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8
江苏卫视蓝光1,http://39.134.39.39/PLTV/88888888/224/3221226157/index.m3u8
东南卫视蓝光1,http://117.169.124.37:6610/ysten-businessmobile/live/dongnanstv/yst.m3u8
东南卫视蓝光3,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
湖北卫视蓝光3,http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
深圳卫视蓝光1,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视蓝光2,http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8
辽宁卫视蓝光3,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
龙江卫视蓝光1,http://39.134.116.30:8080/PLTV/88888910/224/3221225690/index.m3u8
河南卫视超清2,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
云南卫视超清1,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8
甘肃卫视蓝光1,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
宁夏卫视超清1,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
宁夏卫视超清2,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
新疆卫视高清2,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
西藏卫视高清2,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
内蒙卫视蓝光1,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
内蒙卫视超清2,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
南方卫视高清2,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8
CHC动作电影,http://125.210.152.18:9090/live/DZDYHD_H265.m3u8
珠峰基站4K,http://117.136.154.98/PLTV/88888888/224/3221225753/index.m3u8
东方影视FHD,http://140.207.241.2:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
华侨城FHD,http://117.156.28.119/270000001111/1110000028/index.m3u8
数码时代高清,http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
NewTV超级体育FHD,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NewTV动画王国,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8
IPTV5+蓝光,http://39.134.39.39/PLTV/88888888/224/3221226273/index.m3u8
SiTV动漫秀场FHD,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
SiTV都市剧场FHD,http://39.134.39.39/PLTV/88888888/224/3221226176/index.m3u8
SiTV欢笑剧场FHD,http://39.134.39.39/PLTV/88888888/224/3221226203/index.m3u8
SiTV极速汽车FHD,http://39.134.39.39/PLTV/88888888/224/3221226195/index.m3u8
SiTV新视觉 1080,http://140.207.241.2:8080/live/program/live/xsjhd/4000000/mnf.m3u8
SiTV动漫秀场 1080,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV游戏风云 1080,http://140.207.241.2:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
SiTV劲爆体育 1080,http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
SiTV魅力足球 1080,http://140.207.241.2:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
SiTV欢笑剧场 1080,http://140.207.241.2:8080/live/program/live/hxjchd/4000000/mnf.m3u8
SiTV极速汽车 1080,http://140.207.241.2:8080/live/program/live/jsqchd/4000000/mnf.m3u8
SiTV生活时尚 1080,http://140.207.241.2:8080/live/program/live/shsshd/4000000/mnf.m3u8
SiTV全纪实 1080,http://140.207.241.2:8080/live/program/live/qjshd/4000000/mnf.m3u8
SiTV都市剧场 1080,http://140.207.241.2:8080/live/program/live/dsjchd/4000000/mnf.m3u8
SiTV幸福彩 1080,http://140.207.241.2:8080/live/program/live/xfchd/4000000/mnf.m3u8
SiTV法治天地 540,http://140.207.241.2:8080/live/program/live/fztd/1300000/mnf.m3u8
SiTV金色频道 540,http://140.207.241.2:8080/live/program/live/jingsepd/1300000/mnf.m3u8
SiTV七彩戏剧 540,http://140.207.241.2:8080/live/program/live/qcxj/1300000/mnf.m3u8
SiTV东方财经 540,http://140.207.241.2:8080/live/program/live/dfcj/1300000/mnf.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8
上海新闻,http://183.207.255.188/live/program/live/xwzhhd/4000000/mnf.m3u8
上海影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海法制,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
上海财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
上海戏曲,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
上海生活,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
甘肃都市蓝光,http://39.134.39.39/PLTV/88888888/224/3221226248/index.m3u8
甘肃公共蓝光,http://39.134.39.37/PLTV/88888888/224/3221226250/index.m3u8
甘肃经济蓝光,http://39.134.39.39/PLTV/88888888/224/3221226252/index.m3u8
甘肃少儿蓝光,http://39.134.39.39/PLTV/88888888/224/3221226289/index.m3u8
甘肃文化影视蓝光,http://39.134.39.39/PLTV/88888888/224/3221226287/index.m3u8
兰州公共频道蓝光,http://39.134.39.39/PLTV/88888888/224/3221226244/index.m3u8
兰州生活经济蓝光,http://39.134.39.39/PLTV/88888888/224/3221226285/index.m3u8
兰州新闻综合蓝光,http://39.134.39.39/PLTV/88888888/224/3221226242/index.m3u8
兰州综艺体育蓝光,http://39.134.39.39/PLTV/88888888/224/3221226246/index.m3u8
浙江柯桥综合,http://live.scbtv.cn/hls/news/index.m3u8
浙江柯桥时尚台,http://live.scbtv.cn/hls/qfc/index.m3u8
浙江影视台,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江少儿台,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江教育台,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江钱江台,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江休闲台,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江经济台,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江新闻台,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江留学世界台,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江舟山综合台,http://live.wifizs.cn/xwzh/sd/live.m3u8
浙江舟山生活台,http://live.wifizs.cn/ggsh/sd/live.m3u8
浙江绍兴综合台,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
浙江绍兴影视台,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江绍兴公共台,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
湖北孝感新闻综合,http://xiaogan.live.cjyun.org/video/s10139-xg/index.m3u8
湖北孝感公共频道,http://xiaogan.live.cjyun.org/video/s10139-shpd/index.m3u8
湖北大悟综合,http://yunshangdawu.live.tempsource.cjyun.org/videotmp/s10129-dwzhpd.m3u8
湖北大冶一套,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC1T.m3u8
湖北大冶二套,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC2T.m3u8
湖北嘉鱼新闻综合,http://jiayu.live.tempsource.cjyun.org/videotmp/s10131-jyzh.m3u8
湖北鹤峰综合频道,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8
湖北广水新闻频道,http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8
湖南娄底综合台,http://mms.ldntv.cn:1935/live/zonghe/playlist.m3u8
湖南湘潭综合台,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
江苏吴江综合台,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
江苏张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
江苏张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
江苏连云港综合,http://live.lyg1.com/zhpd/sd/live.m3u8
江苏连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
江苏淮安综合,http://stream.habctv.com/xwzh/sd/live.m3u8
江苏淮安公共,http://stream.habctv.com/hagg/sd/live.m3u8
江苏淮安影视,http://stream.habctv.com/ysyl/sd/live.m3u8
安徽六安综合台,http://live.china-latv.com/channel1/sd/live.m3u8
安徽淮北综合台,http://live.0561rtv.cn/xwzh/hd/live.m3u8
安徽淮北公共台,http://live.0561rtv.cn/ggpd/hd/live.m3u8
安徽铜陵综合台,http://dstpush1.retalltech.com/app/stream1.m3u8
安徽铜陵公共台,http://dstpush1.retalltech.com/app/stream2.m3u8
安徽东至综合台,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
安徽东至影视台,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
重庆万州综合台,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
重庆万州影视台,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
重庆万盛综合台,http://qxlmlive.cbg.cn:1935/app_2/ls_40.stream/playlist.m3u8
云南楚雄公共台,http://hwzbout.yunshicloud.com/gbqei5/12661u.m3u8
云南丽江公共台,http://hwzbout.yunshicloud.com/mj1170/06qk26.m3u8
云南西双版纳一,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南西双版纳二,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
四川新闻,http://scgctvshow.sctv.com/sdlive/sctv4/1.m3u8
四川影视文化,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川峨眉电影1,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
四川妇女儿童,http://scgctvshow.sctv.com/hdlive/sctv7/1.m3u8
四川公共乡村,http://scgctvshow.sctv.com/hdlive/sctv9/1.m3u8
四川经济,http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
四川文化旅游HD,http://scgctvshow.sctv.com/hdlive/sctv2/1.m3u8
四川新闻频道HD,http://scgctvshow.sctv.com/hdlive/sctv4/1.m3u8
福建厦门第一台,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen1_2/index.m3u8
陕西西安白鸽台,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
陕西西安影视台,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
陕西西安丝路台,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
陕西西安文化影视,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226369/index.m3u8
陕西西安丝路频道,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226370/index.m3u8
山西朔州新闻台,http://stream.sxsztv.com/live4/sd/live.m3u8
山西黄河,http://live3.sxrtv.com/flvss?bitrate=512000&channel=HuangHeNews&start=0&provider=www.tvmining.com
山西经济,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFinance&start=0&provider=www.tvmining.com
山西影视,http://live2.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFilm&start=0&provider=www.tvmining.com
山西科教,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiEdu&start=0&provider=www.tvmining.com
山西少儿,http://live2.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiChild&start=0&provider=www.tvmining.com
山东德州综合台,http://video.dztv.tv:1935/live/xwzh_gq/playlist.m3u8
山东德州公共台,http://video.dztv.tv:1935/live/dzgg_gq/playlist.m3u8
深圳蛇口,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
吉林都市,http://stream1.jlntv.cn/dspd/sd/live.m3u8?_upt=4f4899d21531575987
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8?_upt=212b47d81531576020
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8
吉林乡村,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林公共,http://stream1.jlntv.cn/ggpd/sd/live.m3u8
吉林7频道,http://stream1.jlntv.cn/fzpd/sd/live.m3u8
广东点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
广东潮州综合,http://dslive.grtn.cn/czzh/sd/live.m3u8
江苏徐州综合,http://stream1.huaihai.tv/xwzh/playlist.m3u8
江苏徐州生活,http://stream1.huaihai.tv/jjsh/playlist.m3u8
江苏徐州影视,http://183.207.248.15/PLTV/3/224/3221225949/index.m3u8
江苏徐州公共,http://stream1.huaihai.tv/ggpd/playlist.m3u8
浙江6套FHD,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702
浙江公共FHD,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
浙江国际FHD,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
浙江经视FHD,http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8?k=3bc164885721feecc386b066a39b8567&t=1577153471
浙江影视娱乐FHD,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8?k=79b277c166767a9e072b9629b446d4e9&t=1577153637
杭州影视FHD,http://hms24nc1972679559.live.aikan.miguvideo.com/wh7f454c46tw4264175370_127639391/PLTV/88888888/224/3221229377/index.m3u8?icpid=88888888&RTS=1598530962&from=2&hms_devid=24&online=1598530962
西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8
舟山新闻综合,http://stream.wifizs.cn/xwzh/sd/live.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞经济文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
南阳公共,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_295.m3u8
南阳科教,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_296.m3u8
周口经济生活,http://tv.zkxww.com:1935/live2/mp4:ch2-500k/playlist.m3u8
周口科教文化,http://tv.zkxww.com:1935/live3/mp4:ch3-500k/playlist.m3u8
周口图文信息,http://tv.zkxww.com:1935/live4/mp4:ch4-500k/playlist.m3u8
中牟综合,http://218.206.193.210:9850/playServer/acquirePlayService?type=live&resourceId=1000000000000001&protocol=hls0&drmType=none&deviceGroup=TV(STB)&op=sovp&playType=catchup&redirect=m3u8&nsukey=&kdsplayer=media
榆树综合,http://stream.zhystv.com/yset/sd/live.m3u8
榆树综艺,http://stream.zhystv.com/ysyt/sd/live.m3u8
孝义新闻综合,http://app.xygdcm.com:2036/live/stream:xy1.stream/playlist.m3u8
文水时尚秀,http://sxws.chinashadt.com:1938/live/tv11.stream_360p/playlist.m3u8
滨海新闻,http://60.30.52.41/live/bhtv1/playlist.m3u8
滨海综艺,http://60.30.52.41/live/bhtv2/playlist.m3u8
西藏藏语,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
舟山群岛旅游,http://live.wifizs.cn/qdly/sd/live.m3u8
北碚综合频道,http://222.178.181.121:12034/beibei01.m3u8
滨州测试频道,http://stream.bzcm.net/4/sd/live.m3u8
德州都市,http://video.dztv.tv:1935/live/dspd_gq/playlist.m3u8
迭部电视台,http://117.156.28.119/270000001111/1110000154/index.m3u8
高台电视台,http://117.156.28.119/270000001111/1110000146/index.m3u8
广元公共,http://3g.dzsm.com/streamer/gy04.m3u8
广元影视,http://3g.dzsm.com/streamer/gy02.m3u8
广元综合,http://3g.dzsm.com/streamer/gy03.m3u8
海盐新闻频道,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
京视剧场,http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221227040/index.m3u8
酒泉新闻综合,http://117.156.28.119/270000001111/1110000001/index.m3u8
西安音乐综艺,http://stream2.xiancity.cn/xatv6/sd/live.m3u8
献县1台,http://hbxx.chinashadt.com:3299/live/stream%3Adi7.stream_360p/chunklist.m3u8
献县2台,http://hbxx.chinashadt.com:3299/live/stream%3Adi8.stream_360p/chunklist.m3u8
宿迁公共,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221226939/index.m3u8
萍乡教育频道,http://www.pxitv.com:8099/hls-live/livepkgr/_definst_/pxitvevent/pxtv2stream.m3u8
赤峰综合频道,http://vfile.cfrtv.cn/2017/1484/6248/0267/148462480267.ssm/148462480267.m3u8
安徽经视,http://zbbf2.ahtv.cn/live/750.m3u8
安徽综艺,http://zbbf2.ahtv.cn/live/758.m3u8
安徽影视,http://zbbf2.ahtv.cn/live/756.m3u8
安徽科教,http://zbbf2.ahtv.cn/live/754.m3u8
安徽公共,http://zbbf2.ahtv.cn/live/752.m3u8
安徽人物,http://zbbf2.ahtv.cn/live/da9.m3u8
广州番禺HD,http://live.pybtv.cn/channel1/sd/live.m3u8
江苏体育休闲,http://183.207.248.71/gitv/live1/G_JSTY/G_JSTY
江苏综艺,http://183.207.248.71/gitv/live1/G_JSZY/G_JSZY
深圳蛇口FHD,http://218.17.99.211:82/hls/d4encs75.m3u8
徐州1HD,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
徐州2HD,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8
徐州3HD,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225949/index.m3u8
徐州4FHD,http://183.207.248.11/PLTV/3/224/3221225951/index.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
内蒙古新闻,http://live.m2oplus.nmtv.cn/7/playlist.m3u8
黔西南综合,http://live.qxndt.com/channel2/sd/live.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
靖江新闻HD,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
晋江电视FHD,http://stream.jinjiang.tv/1/sd/live.m3u8
晋江公共HD,http://live.china-latv.com/channel2/sd/live.m3u8
江苏教育,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8
江苏影视,http://223.110.243.134/PLTV/4/224/3221225937/index.m3u8
湖南教育,http://pull.hnedutv.com/live/edutv.m3u8
巴中公共FHD,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
巴中综合FHD,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.m3u8
直播中国,http://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
中国交通FHD,http://tv.lanjingfm.com/cctbn/hainan.m3u8
佛山综合,http://dslive.grtn.cn/fszh/sd/live.m3u8
兰州公共,http://39.134.39.37/PLTV/88888888/224/3221226244/index.m3u8
兰州新闻,http://39.134.39.37/PLTV/88888888/224/3221226242/index.m3u8
兰州生活经济,http://39.134.39.37/PLTV/88888888/224/3221226285/index.m3u8
兰州综艺体育,http://39.134.39.37/PLTV/88888888/224/3221226246/index.m3u8
内蒙农牧频道,http://live4.m2oplus.nmtv.cn/6/sd/live.m3u8
内蒙古内蒙古农牧,http://live4.m2oplus.nmtv.cn/6/playlist.m3u8
内蒙古内蒙古少儿,http://live5.m2oplus.nmtv.cn/4/playlist.m3u8
内蒙古内蒙古文体娱乐,http://live4.m2oplus.nmtv.cn/8/playlist.m3u8
内蒙古内蒙古新闻综合,http://live4.m2oplus.nmtv.cn/7/playlist.m3u8
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/playlist.m3u8
内蒙古经济生活,http://live5.m2oplus.nmtv.cn/2/playlist.m3u8
内蒙少儿,http://live5.m2oplus.nmtv.cn/4/sd/live.m3u8
内蒙文体娱乐,http://live4.m2oplus.nmtv.cn/8/sd/live.m3u8
内蒙经济,http://live5.m2oplus.nmtv.cn/2/sd/live.m3u8
南安衛視,http://natv.cnjrna.com:3000/channel/sovp/1000000000000018/video_1564_none.m3u8
厦门影视,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen4_2/index.m3u8
厦门海峡,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen2_2/index.m3u8
厦门生活,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen3_2/index.m3u8
哈哈炫动,http://140.207.241.2:8080/live/program/live/hhxdhd/4000000/mnf.m3u8
哈尔滨资讯,http://39.134.65.208/PLTV/88888888/224/3221225697/index.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
嘉佳卡通,http://live.grtn.cn/drm.php?url=http://nclive.grtn.cn/jjkt/sd/live.m3u8
四川公共频道,http://scgctvshow.sctv.com/hdlive/sctv9/index.m3u8
四川妇女儿童频道,http://scgctvshow.sctv.com/hdlive/sctv7/index.m3u8
四川康巴卫视,http://scgctvshow.sctv.com/hdlive/kangba/index.m3u8
四川影视文艺频道,http://scgctvshow.sctv.com/hdlive/sctv5/index.m3u8
四川文化旅游,http://scgctvshow.sctv.com/hdlive/sctv2/index.m3u8
四川新闻,http://scgctvshow.sctv.com/sdlive/sctv4/index.m3u8
四川星空购物频道,http://scgctvshow.sctv.com/hdlive/sctv6/index.m3u8
四川经济,http://scgctvshow.sctv.com/hdlive/sctv3/index.m3u8
增城新闻,http://202.168.164.38:8083/videos/live/19/24/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
增城综合,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
增城频道,http://202.168.164.38:8083/videos/live/19/25/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
大庆新闻综合,http://39.134.65.208/PLTV/88888888/224/3221225736/index.m3u8
宁夏卫视,http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=6
峨嵋电影频道,http://scgctvshow.sctv.com/hdlive/emei/index.m3u8
广东国际,http://live.grtn.cn/drm.php?url=http://nclive.grtn.cn/gjpd/sd/live.m3u8
